zip_code,customer_id,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,area_id,city,latitutde,longitude,population
95831,4822-NGOCH,ARJS-UXHDP,13,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,21.88,284.44,4,No,No,No,84.45,1058.6,0.0,Churned,Yes,Price,Long distance charges,Female,60,No,No,0,1443,Sacramento,38.494832,-121.529447,42832
92258,4958-GZWIY,ARLZ-XTZSY,7,1,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5.13,35.91,4,No,No,No,48.7,340.25,0.0,Churned,Yes,Other,Don't know,Male,61,No,Yes,0,408,North Palm Springs,33.906496,-116.569499,732
91364,2550-AEVRU,ARTP-ANABM,57,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,17.01,969.57,11,No,No,No,53.45,3053.0,0.0,Stayed,No,,,Female,33,No,Yes,2,217,Woodland Hills,34.153733,-118.593408,25988
92027,4983-CLMLV,ARYJ-MGJIZ,52,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,44.34,2305.68,71,Yes,Yes,Yes,102.7,5138.1,0.0,Stayed,No,,,Female,30,No,Yes,0,324,Escondido,33.141265,-116.967221,48690
90606,3144-KMTWZ,ASAO-LEUAZ,71,8,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,26.56,1885.76,7,No,Yes,Yes,93.25,6669.45,0.0,Stayed,No,,,Male,40,No,Yes,0,117,Whittier,33.976678,-118.065875,32148
90241,0254-FNMCI,ASKD-HPTRN,72,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,41.91,3017.52,73,Yes,Yes,Yes,109.9,7624.2,0.0,Stayed,No,,,Female,19,No,No,0,72,Downey,33.940884,-118.128628,40152
90290,2955-PSXOE,ASXN-EPDHL,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.52,43.52,0,No,No,No,20.2,20.2,0.0,Churned,Yes,Price,Price too high,Female,48,No,No,0,93,Topanga,34.115192,-118.61017,5451
94066,4315-MURBD,ATAO-SFZZG,12,0,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,34.92,419.04,23,Yes,Yes,Yes,98.9,1120.95,0.0,Churned,Yes,Price,Price too high,Female,64,No,No,0,883,San Bruno,37.624436,-122.430661,39566
92121,4190-MFLUW,ATCR-QWVQJ,10,6,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,9.41,94.1,69,No,No,No,55.2,528.35,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,21,No,Yes,0,369,San Diego,32.898613,-117.202937,4258
92220,4254-QPEDE,ATQQ-SJVWJ,52,3,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0.0,52,Yes,Yes,Yes,66.25,3330.1,0.0,Stayed,No,,,Female,22,No,Yes,0,386,Banning,33.936298,-116.849577,25859
95476,3987-KQDDU,AUEA-GWKYJ,9,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,21.11,189.99,6,No,No,No,75.6,661.55,0.0,Stayed,No,,,Male,58,No,No,0,1275,Sonoma,38.25485,-122.461799,34314
95564,3733-LSYCE,AUHC-YIGIL,15,6,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,30.09,451.35,71,No,No,No,75.35,1114.55,0.0,Stayed,No,,,Female,22,No,Yes,0,1317,Samoa,40.809636,-124.189977,395
95818,2072-ZVJJX,AUKN-EKGYO,68,5,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,22.83,1552.44,0,No,No,No,25.25,1728.2,0.0,Stayed,No,,,Male,47,No,Yes,0,1430,Sacramento,38.556306,-121.495817,21313
90003,0060-FUALY,AUVC-CVWLX,59,4,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,16.39,967.01,14,Yes,No,No,94.75,5597.65,0.0,Stayed,No,,,Female,60,No,Yes,0,3,Los Angeles,33.964131,-118.272783,58198
93218,4505-EXZHB,AVAH-KVLZW,6,0,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,8.91,53.46,27,No,No,No,74.4,434.1,0.0,Churned,Yes,Competitor,Competitor offered more data,Female,75,Yes,No,0,643,Ducor,35.846067,-119.004073,823
95210,3522-CDKHF,AVAQ-OETUB,32,6,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,19.3,617.6,47,No,No,No,75.5,2324.7,0.0,Stayed,No,,,Female,21,No,Yes,0,1129,Stockton,38.033219,-121.297433,40611
93634,5208-FVQKB,AVGM-DWSCS,70,7,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,24.93,1745.1,15,No,Yes,Yes,67.95,4664.15,0.0,Stayed,No,,,Male,41,No,Yes,0,793,Lakeshore,37.290606,-119.216328,52
95547,0596-BQCEQ,AVGM-WSWSR,62,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.58,3011.96,13,Yes,Yes,Yes,100.15,6283.3,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,32,No,Yes,0,1302,Hydesville,40.557314,-124.081662,1201
91301,1078-TDCRN,AVGO-DCVES,3,7,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,3,No,No,No,30.75,82.85,0.0,Joined,No,,,Female,75,Yes,Yes,0,188,Agoura Hills,34.129058,-118.759788,25303
90032,4827-DPADN,AVGP-PBYUQ,72,3,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,24.48,1762.56,69,Yes,Yes,Yes,83.3,6042.7,0.0,Stayed,No,,,Female,28,No,Yes,3,29,Los Angeles,34.078821,-118.177576,46960
90703,1877-HKBQX,AVJD-EICRB,11,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,1.16,12.76,41,No,No,No,54.6,617.85,0.0,Stayed,No,,,Female,21,No,No,0,130,Cerritos,33.8681,-118.067402,51556
90065,0674-EYYZV,AVUC-QTIFM,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,36.33,36.33,4,Yes,No,No,54.65,54.65,0.0,Joined,No,,,Female,41,No,No,0,55,Los Angeles,34.108833,-118.229715,47534
91764,4385-GZQXV,AVZR-YEIHL,16,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,9.43,150.88,9,Yes,Yes,Yes,94.45,1511.2,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,68,Yes,No,0,269,Ontario,34.074087,-117.605618,49474
91344,2267-WTPYD,AWCD-JIOTX,57,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,23.05,1313.85,30,No,Yes,No,94.0,5438.95,0.0,Stayed,No,,,Female,77,Yes,Yes,0,206,Granada Hills,34.291273,-118.505104,48867
96044,5014-WUQMG,AWGX-HLHWT,47,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,15.59,732.73,52,No,Yes,Yes,96.1,4391.45,0.0,Stayed,No,,,Male,23,No,Yes,2,1551,Hornbrook,41.962127,-122.527696,1026
93010,3871-IKPYH,AWKP-AMEVV,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,16.19,16.19,12,No,No,No,69.1,69.1,0.0,Churned,,Other,Moved,Male,70,Yes,No,0,607,Camarillo,34.227846,-119.079903,42853
95466,3544-FBCAS,AWOF-FNFOH,72,4,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,12.84,924.48,22,Yes,Yes,Yes,83.6,5959.3,0.0,Stayed,No,,,Female,36,No,Yes,1,1269,Philo,39.094102,-123.500853,1113
92327,4137-BTIKL,AWQD-JCOYW,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,27.17,54.34,23,No,Yes,Yes,90.75,174.75,0.0,Joined,No,,,Male,55,No,No,0,442,Daggett,34.875144,-116.821698,678
95325,0967-BMLBD,AWTU-WCJMS,11,8,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,49.19,541.09,0,No,No,No,20.0,196.35,0.0,Stayed,No,,,Female,37,No,Yes,1,1178,Hornitos,37.479926,-120.230424,128
92806,3627-FHKBK,AWZC-IUCWU,1,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Mailed Check,4.13,4.13,51,No,No,No,75.3,75.3,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,28,No,No,0,575,Anaheim,33.83796,-117.870494,34398
90010,1171-TYKUR,AXAL-YHRBL,47,1,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,10.07,473.29,0,No,No,No,25.4,1139.2,0.0,Stayed,No,,,Male,20,No,Yes,0,9,Los Angeles,34.062125,-118.315709,1957
95694,3154-HMWUU,AXCN-COBFZ,60,9,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,31.29,1877.4,0,No,No,No,20.5,1198.8,0.0,Stayed,No,,,Male,28,No,Yes,0,1403,Winters,38.578604,-122.024579,8406
90740,1241-FPMOF,AXFR-QWPFD,52,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,21.98,1142.96,0,No,No,No,19.65,1025.05,0.0,Stayed,No,,,Male,31,No,No,0,143,Seal Beach,33.75462,-118.071128,24180
90210,0557-ASKVU,AXHE-KTVGM,18,2,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,44.97,809.46,7,No,No,No,54.4,957.1,0.0,Stayed,No,,,Female,43,No,Yes,0,63,Beverly Hills,34.099891,-118.414338,21397
94949,2325-NBPZG,AXPE-PUKUR,3,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,10.1,30.3,73,No,No,No,74.55,233.65,0.0,Joined,No,,,Female,20,No,No,0,1044,Novato,38.067204,-122.524004,13361
95385,0378-TOVMS,AYBO-DMVWT,3,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,10.6,31.8,73,No,Yes,Yes,85.8,272.2,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,20,No,No,0,1218,Vernalis,37.609095,-121.263381,274
93608,1453-RZFON,AYHI-XUYMV,1,0,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,9.0,9.0,53,No,No,No,49.9,49.9,0.0,Joined,No,,,Female,39,No,No,3,773,Cantua Creek,36.488056,-120.407691,1766
90040,1125-SNVCK,AYIV-MIGQO,49,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Two Year,No,Credit Card,35.65,1746.85,3,No,No,No,43.8,2106.05,20.45,Stayed,No,,,Female,78,Yes,No,0,37,Los Angeles,33.994524,-118.149953,9805
95140,4024-CSNBY,AYMD-DVNWH,72,8,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,11.02,793.44,17,No,No,No,94.25,6849.75,0.0,Stayed,No,,,Female,39,No,Yes,0,1120,Mount Hamilton,37.382909,-121.634151,38
90026,0793-TWELN,AYPM-JFUDZ,4,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,6.5,26.0,73,No,No,No,80.15,319.85,0.0,Stayed,No,,,Female,27,No,No,0,24,Los Angeles,34.078991,-118.263804,73686
95008,1110-KYLGQ,AYTJ-PGIRY,63,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,5.17,325.71,16,Yes,Yes,Yes,108.25,6780.1,0.0,Stayed,No,,,Female,46,No,No,0,1064,Campbell,37.279689,-121.954567,44976
91917,3038-PQIUY,AYUF-ZKGTF,38,0,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,20.14,765.32,13,No,No,No,66.15,2522.4,0.0,Stayed,No,,,Female,39,No,No,0,297,Dulzura,32.622999,-116.687855,727
95988,0587-DMGBH,AYXY-YUILU,8,0,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,37.79,302.32,25,No,No,No,49.85,365.55,13.01,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,48,No,No,0,1516,Willows,39.493991,-122.286363,8812
93563,3758-CKOQL,AZAT-PCPYL,59,7,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,41.15,2427.85,48,No,Yes,Yes,107.0,6152.3,0.0,Stayed,No,,,Female,20,No,Yes,0,765,Valyermo,34.39583,-117.734568,413
95650,0902-RFHOF,AZCP-QIIOJ,38,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,22.23,844.74,0,No,No,No,20.1,730.1,0.0,Stayed,No,,,Male,38,No,No,0,1367,Loomis,38.809175,-121.171375,11191
90623,1091-SOZGA,AZEI-TPCKG,56,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,42.37,2372.72,71,Yes,Yes,Yes,99.8,5515.45,0.0,Stayed,No,,,Female,27,No,Yes,0,120,La Palma,33.850504,-118.039892,15505
91748,5018-HEKFO,AZGK-DCOTP,10,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,17.01,170.1,0,No,No,No,24.5,270.15,0.0,Stayed,No,,,Female,51,No,No,0,260,Rowland Heights,33.976753,-117.897367,46342
91601,4547-LYTDD,AZIB-AHJTK,16,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,46.99,751.84,17,No,No,No,72.65,1194.3,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,35,No,No,0,234,North Hollywood,34.1692,-118.372498,36625
93230,3913-FCUUW,AZIC-HXGDW,72,8,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,6.85,493.2,19,No,No,No,70.45,5165.7,0.0,Stayed,No,,,Female,52,No,Yes,1,651,Hanford,36.29223,-119.622676,53204
90021,4203-QGNZA,AZUV-ZEIEV,28,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,26.09,730.52,0,No,No,No,20.25,535.35,0.0,Stayed,No,,,Female,27,No,No,3,19,Los Angeles,34.029043,-118.239504,3012
96048,1763-KUAAW,AZYM-MYEHP,18,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,37.53,675.54,0,No,No,No,20.35,369.6,0.0,Stayed,No,,,Female,77,Yes,No,0,1554,Junction City,40.913192,-123.06597,734
95993,3745-HRPHI,BACM-PQLFS,66,0,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0.0,28,Yes,Yes,Yes,54.65,3632.0,46.75,Stayed,No,,,Male,49,No,Yes,3,1518,Yuba City,39.075694,-121.70606,27786
92584,2038-OEQZH,BAOL-XKIMG,4,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.36,177.44,20,No,Yes,Yes,86.05,308.1,0.0,Stayed,No,,,Male,63,No,No,0,515,Menifee,33.653338,-117.178271,14068
95823,5038-ETMLM,BARX-QCBBR,72,10,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,29.0,2088.0,22,Yes,Yes,Yes,113.65,8182.75,0.0,Stayed,No,,,Female,35,No,Yes,0,1435,Sacramento,38.475465,-121.443625,72199
90036,0840-DFEZH,BAXS-XJFZX,7,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.17,176.19,17,No,No,No,75.35,564.65,0.0,Stayed,No,,,Female,63,No,No,0,33,Los Angeles,34.070291,-118.349191,32901
93628,3174-AKMAS,BBFZ-HQCWW,46,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card,37.02,1702.92,6,Yes,No,No,64.2,3009.5,0.0,Stayed,No,,,Female,61,No,Yes,0,790,Hume,36.807595,-118.901544,93
92029,2722-JMONI,BBJG-SXWMM,1,1,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,24.24,24.24,9,No,No,No,49.55,49.55,0.0,Churned,Yes,Dissatisfaction,Limited range of services,Female,73,Yes,Yes,0,326,Escondido,33.079834,-117.134275,17944
95436,1599-MMYRQ,BBVR-TUZSR,62,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,39.67,2459.54,41,No,No,No,81.45,4983.05,14.15,Stayed,No,,,Male,27,No,Yes,3,1243,Forestville,38.499302,-122.92444,6216
96061,3315-TOTBP,BCLZ-TQOTG,15,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,44.86,672.9,52,No,No,Yes,76.0,1130.85,0.0,Churned,Yes,Dissatisfaction,Lack of self-service on Website,Male,29,No,No,0,1564,Mill Creek,40.331975,-121.460674,78
95817,1867-TJHTS,BCSW-PRSTA,58,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,22.71,1317.18,14,No,No,No,79.8,4526.85,0.0,Stayed,No,,,Female,47,No,No,0,1429,Sacramento,38.550722,-121.457314,14966
95066,5227-JSCFE,BCSZ-CEGOK,71,9,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0.0,19,No,No,No,46.35,3353.4,18.64,Stayed,No,,,Male,74,Yes,Yes,0,1089,Scotts Valley,37.070177,-122.010077,14574
96142,3669-LVWZB,BDBT-JCLKS,5,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,0.0,0.0,59,Yes,Yes,Yes,51.0,305.95,0.0,Churned,Yes,Price,Long distance charges,Male,20,No,No,0,1621,Tahoma,39.061227,-120.179546,1291
94038,2905-KFQUV,BDFV-JZYNS,2,9,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,7.49,14.98,14,No,No,No,70.4,154.8,0.0,Joined,No,,,Female,61,No,Yes,0,873,Moss Beach,37.515556,-122.502311,3064
92887,5087-SUURX,BDGO-JVRIE,18,1,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,30,Yes,No,No,39.05,669.85,0.0,Churned,Yes,Dissatisfaction,Lack of self-service on Website,Female,46,No,Yes,0,603,Yorba Linda,33.884073,-117.732197,20893
92301,3486-KHMLI,BDHY-QZLQF,21,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,31.26,656.46,0,No,No,No,24.7,467.15,0.0,Stayed,No,,,Male,53,No,No,1,427,Adelanto,34.667815,-117.536183,18980
90713,2606-RMDHZ,BDRX-EOAIX,6,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,0.0,0.0,14,No,No,No,30.5,208.7,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,47,No,No,0,135,Lakewood,33.847755,-118.112532,27563
94508,1020-JPQOW,BDTL-BZSAD,56,1,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2.8,156.8,20,No,No,No,90.55,5116.6,0.0,Stayed,No,,,Female,63,No,Yes,0,929,Angwin,38.542448,-122.419923,3641
93651,4057-FKCZK,BDUN-BTGTO,58,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,29.93,1735.94,24,Yes,No,No,82.5,4828.05,0.0,Stayed,No,,,Male,40,No,Yes,2,805,Prather,37.007238,-119.505661,1314
96136,1223-UNPKS,BENL-FXCOY,20,4,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,3.87,77.4,0,No,No,No,20.05,400.0,0.0,Stayed,No,,,Male,55,No,Yes,1,1617,Wendel,40.345949,-120.081187,162
91403,0361-HJRDX,BFBH-OMPIQ,68,0,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0.0,28,Yes,Yes,Yes,64.35,4539.6,0.0,Stayed,No,,,Female,38,No,No,0,223,Sherman Oaks,34.147149,-118.463365,22085
92122,2868-SNELZ,BFGJ-DRVTS,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,5.32,10.64,20,No,No,No,80.6,155.8,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,54,No,No,0,370,San Diego,32.85723,-117.209774,34902
93010,0013-EXCHZ,BFIN-DLMOA,3,3,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,7.38,22.14,11,Yes,No,No,83.9,267.4,0.0,Churned,Yes,Dissatisfaction,Network reliability,Female,75,Yes,Yes,0,607,Camarillo,34.227846,-119.079903,42853
94619,0239-OXEXL,BFVJ-LKHRD,46,0,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,43.27,1990.42,21,No,No,No,84.25,3847.6,0.0,Stayed,No,,,Female,37,No,No,0,1007,Oakland,37.787186,-122.14633,24518
91345,0270-THENM,BFWR-SBYVP,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,28.37,2042.64,18,No,No,No,69.85,5102.35,25.24,Stayed,No,,,Male,62,No,Yes,2,207,Mission Hills,34.266389,-118.459744,17112
96034,4751-ERMAN,BFXS-GLFND,72,7,Yes,Cable,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,42.16,3035.52,18,Yes,Yes,Yes,75.4,5480.25,0.0,Stayed,No,,,Male,43,No,Yes,0,1545,Gazelle,41.411315,-122.697236,392
90621,0749-IRGQE,BGDU-PQWZT,13,5,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,9,Yes,Yes,No,45.3,528.45,0.0,Stayed,No,,,Female,68,Yes,Yes,0,119,Buena Park,33.874224,-117.993368,33528
94585,2545-LXYVJ,BGHH-BKAHS,72,1,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.72,1563.84,0,No,No,No,20.7,1492.1,0.0,Stayed,No,,,Male,19,No,Yes,0,983,Suisun City,38.197907,-122.017258,39279
95014,3400-ESFUW,BGJQ-NRRIG,55,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,8.8,484.0,48,No,No,No,57.55,3046.4,0.0,Churned,Yes,Competitor,Competitor offered more data,Male,28,No,Yes,0,1067,Cupertino,37.306612,-122.080621,54431
90402,1803-BGNBD,BGND-YHBUX,12,0,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,37.63,451.56,26,No,No,No,54.3,654.5,0.0,Stayed,No,,,Female,59,No,No,0,103,Santa Monica,34.035849,-118.503508,11509
93280,0618-XWMSS,BGOQ-UWRFH,28,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,44.28,1239.84,5,No,No,No,74.9,2068.55,0.0,Churned,Yes,Price,Long distance charges,Male,60,No,No,0,682,Wasco,35.652242,-119.4464,22760
93208,3870-MQAMG,BGQK-EKMZM,54,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,2.18,117.72,71,Yes,Yes,Yes,110.35,5893.15,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,21,No,Yes,0,639,Camp Nelson,36.057458,-118.591951,191
91381,4706-AXVKM,BGRY-XBZGD,11,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,4.1,45.1,5,No,Yes,No,84.8,906.85,0.0,Churned,Yes,Price,Extra data charges,Female,78,Yes,No,0,220,Stevenson Ranch,34.364153,-118.615583,9937
94305,1051-EQPZR,BGTL-UTPCW,44,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,4.17,183.48,0,No,No,No,19.6,780.25,0.0,Stayed,No,,,Female,21,No,Yes,2,919,Stanford,37.424342,-122.165641,13386
93238,2632-IVXVF,BGTW-BPGYP,68,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,14.11,959.48,57,Yes,Yes,Yes,111.75,7511.3,0.0,Stayed,No,,,Female,40,No,Yes,3,654,Kernville,35.852892,-118.397782,1873
92253,2495-TTHBQ,BGXD-WASXX,4,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,32.15,128.6,0,No,No,No,20.4,84.75,0.0,Stayed,No,,,Female,52,No,No,1,404,La Quinta,33.695532,-116.310571,23971
94591,4328-VUFWD,BHAT-GNBDD,39,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,6.77,264.03,17,No,Yes,Yes,59.3,2209.15,0.0,Stayed,No,,,Female,62,No,No,0,989,Vallejo,38.105733,-122.186338,51665
95983,0584-BJQGZ,BHEM-ZUNAO,25,0,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,28.05,701.25,85,Yes,No,No,78.35,1837.9,0.0,Stayed,No,,,Female,19,No,No,0,1512,Taylorsville,40.053684,-120.743116,513
92203,0218-QNVAS,BHHC-KRKQR,71,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,No,Bank Withdrawal,28.34,2012.14,59,Yes,Yes,Yes,100.55,7113.75,16.99,Stayed,No,,,Male,22,No,Yes,1,383,Indio,33.752938,-116.230055,2743
92129,2684-EIWEO,BHMF-AOPSE,30,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.88,1376.4,19,No,No,No,91.7,2758.15,0.0,Churned,Yes,Competitor,Competitor made better offer,Female,69,Yes,No,0,376,San Diego,32.961064,-117.134917,47224
92610,0804-XBFBV,BHWB-YISJF,11,0,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,19,No,No,No,25.2,321.05,0.0,Stayed,No,,,Female,49,No,No,1,527,Foothill Ranch,33.698728,-117.67768,10936
